;;;;;;;;
;;;;;;;;
;                              Розница: (495) 775-775-9, sales@forum3.ru;;;;;;;
;                              Опт: (495) 783-64-54, opt@forum3.ru;;;;;;;
;                              Москва, ул. Авиамоторная, д. 44, стр. 2;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
Прайс-лист сгенерирован: 26.10.2012 15:47:48;;;;;;;;
;;;;;;;;
Код;Наименование;Склад;Валюта;Цена1;Цена2;Цена3;Цена4;Гар.
ПРОДУКЦИЯ APPLE;;;;;;;;
Устройства  APPLE;;;;;;;;
Ноутбуки APPLE MacBook;;;;;;;;
99850;"Ноутбук APPLE MacBook Air | Dual-Core i5 1.7GHz | 11,6"" | 4 Gb | 128Gb flash | HD Graphics 4000 | WiFi | BT | CAM | MacOS (MD224RS/A)";+;руб.;39519,97;39140,27;38760,58;38380,88;12СЦ
99849;"Ноутбук APPLE MacBook Air | Dual-Core i5 1.7GHz | 11,6"" | 4 Gb | 64Gb flash | HD Graphics 4001 | WiFi | BT | CAM | MacOS (MD223RS/A)";+;руб.;36921,71;36563,98;36209,38;35854,79;12СЦ
99852;"Ноутбук APPLE MacBook Air | Dual-Core i5 1.8GHz | 13"" | 4 Gb | 128Gb flash | HD Graphics 4000 | WiFi | BT | CAM | MacOS (MD231RS/A)";+;руб.;42642,28;42231,2;41820,13;41412,19;12СЦ
99853;"Ноутбук APPLE MacBook Air | Dual-Core i5 1.8GHz | 13"" | 4 Gb | 256Gb flash | HD Graphics 4000 | WiFi | BT | CAM | MacOS (MD232RS/A)";+;руб.;55122,11;54591,79;54061,46;53531,14;12СЦ
99845;"Ноутбук APPLE MacBook Pro | Dual-Core i5 2.5GHz | 13,3""WXGA+ | 4 Gb | 500 | HD Graphics | SD (MD101RS/A)";+;руб.;43888,07;43464,44;43043,95;42620,32;12СЦ
99847;"Ноутбук APPLE MacBook Pro | Dual-Core i7 2.3GHz | 15""WXGA+ | 4 Gb | 500 | HD Graphics | GeForce GT 650M 512MB | SD (MD103RS/A)";+;руб.;66767,23;66127,07;65483,78;64843,63;12СЦ
99848;"Ноутбук APPLE MacBook Pro | Dual-Core i7 2.6GHz | 15""WXGA+ | 8 Gb | 750 | HD Graphics | GeForce GT 650M 1GB | SD (MD104RS/A)";+;руб.;82262,67;81471,89;80681,12;79890,34;12СЦ
93333;"Ноутбук APPLE MacBook Pro | Dual-Core i7 2.8GHz | 13,3""WXGA+ | 4 Gb | 750 | HD Graphics | SD (MD314RS/A)";+;руб.;47321,04;46866,03;46411,02;45956,01;12СЦ
99846;"Ноутбук APPLE MacBook Pro | Dual-Core i7 2.9GHz | 13,3""WXGA+ | 8 Gb | 750 | HD Graphics | SD (MD102RS/A)";+;руб.;55122,11;54591,79;54061,46;53531,14;12СЦ
101623;"Ноутбук APPLE MacBook Pro | Quad-Core i7 2.2GHz | 15""WXGA+ | 4 Gb | 500 | HD Graphics | Radeon HD6770M 512Mb | SD (MD318RS/A)";-;руб.;57717,23;57164,95;56609,52;56054,09;12СЦ
